Timesteps,Episode_Reward
268878,-71.42857336997986
269878,-72.02797398716211
270878,-78.19314832985401
271878,-76.66666813194752
272878,-75.23219952732325
273878,-68.62745175510645
274878,-70.00000143051147
275878,-72.97297368198633
276878,-69.49152755737305
277878,-74.54545636475086
278878,-62.962964199483395
279878,-69.59459519386292
280878,-75.15528140217066
281878,-70.77922177314758
282878,-78.65853781998158
283878,-64.41281332820654
284878,-49.09091114252806
285878,-64.56693124771118
286878,-77.19869799911976
287878,-54.39739441126585
288878,-66.77741064876318
289878,-68.0851080417633
290878,-69.69697189331055
291878,-72.47706604003906
292878,-14.675770498812199
293878,-78.79858785122633
294878,-71.53025088459253
295878,-78.46154017746449
296878,-49.2753646299243
297878,-74.35897512733936
298878,-61.78344006091356
299878,-60.78431601077318
300878,-71.33758044242859
301878,-72.56097674369812
302878,-59.409596011042595
303878,-62.83783821761608
304878,-73.50993571430445
305878,-71.22302327305079
306878,-58.620690770447254
307878,-53.33333467692137
308878,-59.04437059909105
309878,-74.72924394905567
310878,-72.41379437595606
311878,-73.50993571430445
312878,-79.82709093391895
313878,-79.83871093392372
314878,-81.41264072060585
315878,-93.80805107206106
316878,-93.42105432599783
317878,-75.94501896202564
318878,-57.23684439063072
319878,-79.83871093392372
320878,-82.39436736702919
321878,-83.76623502373695
322878,-81.81818357110023
323878,-54.22535261511803
324878,-79.45205646008253
325878,-79.52218585461378
326878,-81.88405981659889
327878,-72.97297368198633
328878,-92.93286367505789
329878,-89.61937890946865
330878,-28.30188773572445
331878,-83.87096872925758
332878,-83.76623502373695
333878,-82.01439014077187
334878,-82.26950517296791
335878,-81.20300880074501
336878,-64.2857151478529
337878,-72.22222409397364
338878,-46.4285739287734
339878,-64.15770830959082
340878,-48.630139485001564
341878,-49.01960811018944
342878,-71.51898789405823
343878,-78.05642791092396
344878,-72.6027415767312
345878,-60.31746210902929
346878,-70.14925465732813
347878,-64.15770830959082
348878,-69.17808413505554
349878,47.4820122718811
350878,-72.13622426986694
351878,-58.199357360601425
352878,-60.486323684453964
353878,-75.15528140217066
354878,-64.15770830959082
355878,-77.7070073634386
356878,-74.19354901462793
357878,-67.62590098381042
358878,-67.27272915840149
359878,-70.29703140258789
360878,-73.38403125107288
361878,-57.516342252492905
362878,-70.3947389125824
363878,-6.976744867861271
364878,-76.35135217010975
365878,-39.297125563025475
366878,-56.52174124121666
367878,-70.00000143051147
368878,-68.75000190734863
369878,-74.45255656540394
370878,-54.22535261511803
371878,-22.818794898688793
372878,-62.406016014516354
373878,-72.72727370262146
374878,-68.48137597739697
375878,-43.06050065904856
376878,-60.000001952052116
377878,-65.90909194946289
378878,-67.39130640029907
379878,-16.955020166933537
380878,-69.8113220706582
381878,-57.79220852255821
382878,-78.65853781998158
383878,-43.52159732580185
384878,-72.6443784236908
385878,-75.26501889526844
386878,-68.421053647995
387878,-44.25087360292673
388878,-61.93771843612194
389878,-52.5316454321146
390878,-66.44295515865088
391878,-15.61181939393282
392878,-62.19931487739086
393878,-39.297125563025475
394878,-40.39735396951437
395878,-13.494812607765198
396878,-57.98319449275732
397878,-34.25605796277523
398878,-76.74418721348047
399878,-76.19047732651234
400878,-59.24765047430992
401878,-67.5090274810791
402878,-64.1434280872345
403878,-68.64111709594727
404878,-68.75000190734863
405878,-55.17241486907005
406878,-72.6027415767312
407878,-67.10526528209448
408878,-57.79220852255821
409878,-20.415227726101875
410878,-58.174905344843864
411878,-56.834534116089344
412878,-67.15328669548035
413878,-74.92163167148829
414878,-63.41463512927294
415878,-68.64111709594727
416878,-56.95364484190941
417878,-76.047905780375
418878,-74.07407541573048
419878,-62.82527985423803
420878,-54.385965675115585
421878,-55.55555672198534
422878,-20.792081095278263
423878,-57.528957888484
424878,-65.39792599529028
425878,-70.87378787994385
426878,-21.146956376731396
427878,-68.55346026271582
428878,-63.36996378749609
429878,-44.85294236242771
430878,-59.04437059909105
431878,-60.78431601077318
432878,-36.59942524880171
433878,-62.96296529471874
434878,-53.57142934203148
435878,-68.02325682342052
436878,-22.22222326695919
437878,-67.94871868938208
438878,-55.056181855499744
439878,-54.70383509993553
440878,-38.775510631501675
441878,-64.05228976905346
442878,-51.61290301382542
443878,-65.15679659694433
444878,-68.35443081706762
445878,-70.6840398311615
446878,-39.06810301542282
447878,38.983046770095825
448878,-73.24414906650782
449878,-48.148149244487286
450878,-45.0549448877573
451878,-61.685825012624264
452878,-68.0851080417633
453878,-62.96296529471874
454878,-66.88741936534643
455878,-50.53003620356321
456878,1.5037594586610794
457878,-67.7419376373291
458878,-69.59459519386292
459878,-69.79865980148315
460878,-70.87378787994385
461878,-58.86075958609581
462878,-34.64052556455135
463878,-64.51612929999828
464878,-61.805557392537594
465878,-14.285714365541935
466878,-45.0549448877573
467878,-70.37037167698145
468878,-44.25087360292673
469878,-77.98742265999317
470878,19.69112156331539
471878,-61.904764123260975
472878,-73.06397519260645
473878,-65.98639550060034
474878,-48.948950946331024
475878,-70.49180483818054
476878,-67.53246846050024
477878,-71.42857251316309
478878,-31.67702191323042
479878,-69.4656508937478
480878,-75.75757680088282
481878,-63.41463512927294
482878,-11.262801669538021
483878,-57.23684439063072
484878,-64.91228165477514
485878,-25.925929002463818
486878,-53.06859454512596
487878,-62.328769251704216
488878,-71.33758044242859
489878,-51.29870189726353
490878,-63.52583736926317
491878,-68.64111709594727
492085,32.0717511549592
493085,-71.73144993931055
494085,-49.80694994330406
495085,-24.657537393271923
496085,-68.64111709594727
497085,-53.06859454512596
498085,-66.2162167057395
499085,-68.75000061839819
